sample,batch,FA,proportion,targetFA,type
DEAN_07F0574_0215,batch_10,20:3n7,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,20:3w6,0.009875391,standardsplus,Bside
DEAN_07F0574_0215,batch_10,20:4w6,0.214593995,standardsplus,Bside
DEAN_07F0574_0215,batch_10,20:3w3,0.000589396,standardsplus,Bside
DEAN_07F0574_0215,batch_10,20:4,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,20:4w3,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,20:5w3,0.197913343,standardsplus,Bside
DEAN_07F0574_0215,batch_10,21:0,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:0,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:1w9c,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:1w7c,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:2w6,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,21:5w3,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,23:0,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:4w6,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:5w6,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:3w6,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:6w4,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:5w3,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,22:6w3,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,24:0,0.000142051,standardsplus,Bside
DEAN_07F0574_0215,batch_10,24:1,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,24:1w9,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,24:1w7,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,26:0,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,26:4w2,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,27:0,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,28:0,0,standardsplus,Bside
DEAN_07F0574_0215,batch_10,29:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,8:0,0.000196914,standardsplus,Bside
GISK_12F1104_0216,batch_10,9:0,0.004806487,standardsplus,Bside
GISK_12F1104_0216,batch_10,10:0,0.000465433,standardsplus,Bside
GISK_12F1104_0216,batch_10,11:0,0.000161111,standardsplus,Bside
GISK_12F1104_0216,batch_10,11:1,0.000895063,standardsplus,Bside
GISK_12F1104_0216,batch_10,12:0,0.002000465,standardsplus,Bside
GISK_12F1104_0216,batch_10,13:0,0.00028642,standardsplus,Bside
GISK_12F1104_0216,batch_10,13:1,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,i-14:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,14:0,0.021333823,standardsplus,Bside
GISK_12F1104_0216,batch_10,14:1,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,14:1w5,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,i-15:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,a-15:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,15:0,0.004511117,standardsplus,Bside
GISK_12F1104_0216,batch_10,15:1w7,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,15:1w5,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,i-16:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:0,0.324554259,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:1w13,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:1w9,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:1w7t,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:1w8c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:1w7c,0.014719308,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:1w6c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:1w5t,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:1w5c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:2w6,0.000447531,standardsplus,Bside
GISK_12F1104_0216,batch_10,14:4w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,i-17:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,a-17:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:2w5,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:2w4,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,17:0,0.002000465,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:3w4,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:3w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,17:1w9c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,17:1w7c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:4w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,16:4w1,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,17:2,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:0,0.061638502,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:1w9t,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:1w9c,0.057413805,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:1w8c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:1w7c,0.008216677,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:1w5c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:1w6c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,"18:2w7,12c",0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:2w6t,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:2w6c,0.003168522,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:2w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:2,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:3w6,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:3w4,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,19:0,1.056008557,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:3w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:3w1,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:4w3c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:4w1,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,18:5w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:1w11,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:1w9,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:1w7,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:1w5,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:2w6,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:3n7,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:3w6,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:4w6,0.236296588,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:3w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:4,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:4w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,20:5w3,0.256887509,standardsplus,Bside
GISK_12F1104_0216,batch_10,21:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:1w9c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:1w7c,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:2w6,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,21:5w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,23:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:4w6,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:5w6,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:3w6,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:6w4,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:5w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,22:6w3,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,24:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,24:1,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,24:1w9,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,24:1w7,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,26:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,26:4w2,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,27:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,28:0,0,standardsplus,Bside
GISK_12F1104_0216,batch_10,29:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,8:0,0.000105578,standardsplus,Bside
HYSP_05F0293_0217,batch_10,9:0,0.002533864,standardsplus,Bside
HYSP_05F0293_0217,batch_10,10:0,0.000260425,standardsplus,Bside
HYSP_05F0293_0217,batch_10,11:0,0.000209982,standardsplus,Bside
HYSP_05F0293_0217,batch_10,11:1,0.000796525,standardsplus,Bside
HYSP_05F0293_0217,batch_10,12:0,0.001159008,standardsplus,Bside
HYSP_05F0293_0217,batch_10,13:0,0.000231098,standardsplus,Bside
HYSP_05F0293_0217,batch_10,13:1,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,i-14:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,14:0,0.022366042,standardsplus,Bside
HYSP_05F0293_0217,batch_10,14:1,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,14:1w5,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,i-15:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,a-15:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,15:0,0.008534195,standardsplus,Bside
HYSP_05F0293_0217,batch_10,15:1w7,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,15:1w5,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,i-16:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:0,0.278945584,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:1w13,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:1w9,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:1w7t,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:1w8c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:1w7c,0.00742211,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:1w6c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:1w5t,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:1w5c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:2w6,0.000351926,standardsplus,Bside
HYSP_05F0293_0217,batch_10,14:4w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,i-17:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,a-17:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:2w5,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:2w4,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,17:0,0.003142695,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:3w4,0.000351926,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:3w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,17:1w9c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,17:1w7c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:4w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,16:4w1,0.000351926,standardsplus,Bside
HYSP_05F0293_0217,batch_10,17:2,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:0,0.021614095,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:1w9t,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:1w9c,0.036101697,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:1w8c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:1w7c,0.016188576,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:1w5c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:1w6c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,"18:2w7,12c",0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:2w6t,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:2w6c,0.046953908,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:2w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:2,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:3w6,0.007573438,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:3w4,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,19:0,0.257615376,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:3w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:3w1,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:4w3c,0.000211155,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:4w1,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,18:5w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:1w11,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:1w9,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:1w7,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:1w5,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:2w6,0.00074139,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:3n7,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:3w6,0.004797918,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:4w6,0.164497046,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:3w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:4,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:4w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,20:5w3,0.374557894,standardsplus,Bside
HYSP_05F0293_0217,batch_10,21:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:1w9c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:1w7c,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:2w6,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,21:5w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,23:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:4w6,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:5w6,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:3w6,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:6w4,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:5w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,22:6w3,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,24:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,24:1,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,24:1w9,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,24:1w7,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,26:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,26:4w2,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,27:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,28:0,0,standardsplus,Bside
HYSP_05F0293_0217,batch_10,29:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,8:0,8.41049E-05,standardsplus,Bside
LAAN_14F1343_0218,batch_10,9:0,0.002527692,standardsplus,Bside
LAAN_14F1343_0218,batch_10,10:0,0.000212535,standardsplus,Bside
LAAN_14F1343_0218,batch_10,11:0,5.79642E-05,standardsplus,Bside
LAAN_14F1343_0218,batch_10,11:1,0.00052736,standardsplus,Bside
LAAN_14F1343_0218,batch_10,12:0,0.000881965,standardsplus,Bside
LAAN_14F1343_0218,batch_10,13:0,0.000118201,standardsplus,Bside
LAAN_14F1343_0218,batch_10,13:1,0.000419388,standardsplus,Bside
LAAN_14F1343_0218,batch_10,i-14:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,14:0,0.023517538,standardsplus,Bside
LAAN_14F1343_0218,batch_10,14:1,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,14:1w5,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,i-15:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,a-15:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,15:0,0.001060403,standardsplus,Bside
LAAN_14F1343_0218,batch_10,15:1w7,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,15:1w5,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,i-16:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:0,0.150645448,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:1w13,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:1w9,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:1w7t,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:1w8c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:1w7c,0.098730017,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:1w6c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:1w5t,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:1w5c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:2w6,0.019321387,standardsplus,Bside
LAAN_14F1343_0218,batch_10,14:4w3,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,i-17:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,a-17:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:2w5,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:2w4,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,17:0,0.000376199,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:3w4,0.044439191,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:3w3,0.095015764,standardsplus,Bside
LAAN_14F1343_0218,batch_10,17:1w9c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,17:1w7c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:4w3,0.004091588,standardsplus,Bside
LAAN_14F1343_0218,batch_10,16:4w1,0.027504563,standardsplus,Bside
LAAN_14F1343_0218,batch_10,17:2,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:0,0.01320901,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:1w9t,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:1w9c,0.008757135,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:1w8c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:1w7c,0.039997545,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:1w5c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:1w6c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,"18:2w7,12c",0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:2w6t,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:2w6c,0.040299868,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:2w3,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:2,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:3w6,0.003872233,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:3w4,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,19:0,0.258463336,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:3w3,0.158476293,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:3w1,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:4w3c,0.013174913,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:4w1,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,18:5w3,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:1w11,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:1w9,0.001812801,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:1w7,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:1w5,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:2w6,0.000714891,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:3n7,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:3w6,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:4w6,0.025581517,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:3w3,0.001059267,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:4,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:4w3,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,20:5w3,0.216539335,standardsplus,Bside
LAAN_14F1343_0218,batch_10,21:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:1w9c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:1w7c,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:2w6,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,21:5w3,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,23:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:4w6,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:5w6,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:3w6,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:6w4,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:5w3,0.001454787,standardsplus,Bside
LAAN_14F1343_0218,batch_10,22:6w3,0.003500581,standardsplus,Bside
LAAN_14F1343_0218,batch_10,24:0,0.002018517,standardsplus,Bside
LAAN_14F1343_0218,batch_10,24:1,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,24:1w9,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,24:1w7,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,26:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,26:4w2,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,27:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,28:0,0,standardsplus,Bside
LAAN_14F1343_0218,batch_10,29:0,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,8:0,8.32022E-05,standardsplus,Bside
MYSM_12F1195_0219,batch_10,9:0,0.001478543,standardsplus,Bside
MYSM_12F1195_0219,batch_10,10:0,0.000401007,standardsplus,Bside
MYSM_12F1195_0219,batch_10,11:0,0.000977966,standardsplus,Bside
MYSM_12F1195_0219,batch_10,11:1,0.000471934,standardsplus,Bside
MYSM_12F1195_0219,batch_10,12:0,0.001981848,standardsplus,Bside
MYSM_12F1195_0219,batch_10,13:0,0.000205959,standardsplus,Bside
MYSM_12F1195_0219,batch_10,13:1,0.00061515,standardsplus,Bside
MYSM_12F1195_0219,batch_10,i-14:0,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,14:0,0.021714401,standardsplus,Bside
MYSM_12F1195_0219,batch_10,14:1,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,14:1w5,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,i-15:0,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,a-15:0,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,15:0,0.003824572,standardsplus,Bside
MYSM_12F1195_0219,batch_10,15:1w7,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,15:1w5,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,i-16:0,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:0,0.246122916,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:1w13,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:1w9,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:1w7t,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:1w8c,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:1w7c,0.010079738,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:1w6c,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:1w5t,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:1w5c,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:2w6,0.000681985,standardsplus,Bside
MYSM_12F1195_0219,batch_10,14:4w3,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,i-17:0,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,a-17:0,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:2w5,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:2w4,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,17:0,0.001404889,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:3w4,0.001773161,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:3w3,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,17:1w9c,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,17:1w7c,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:4w3,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,16:4w1,0.00136397,standardsplus,Bside
MYSM_12F1195_0219,batch_10,17:2,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:0,0.020035354,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:1w9t,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:1w9c,0.014204383,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:1w8c,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:1w7c,0.076353672,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:1w5c,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:1w6c,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,"18:2w7,12c",0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:2w6t,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:2w6c,0.015202809,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:2w3,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:2,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:3w6,0.00427059,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:3w4,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,19:0,0.307224676,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:3w3,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:3w1,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:4w3c,0.00107208,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:4w1,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,18:5w3,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,20:0,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,20:1w11,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,20:1w9,0,standardsplus,Bside
MYSM_12F1195_0219,batch_10,20:1w7,0,standardsplus,Bside
