sample,batch,FA,proportion,targetFA,type
PHAN_03F0186_0145,batch_6,14:4w3,0,standardsplus,core
PHAN_03F0186_0145,batch_6,i-17:0,0,standardsplus,core
PHAN_03F0186_0145,batch_6,a-17:0,0,standardsplus,core
PHAN_03F0186_0145,batch_6,16:2w5,0,standardsplus,core
PHAN_03F0186_0145,batch_6,16:2w4,0,standardsplus,core
PHAN_03F0186_0145,batch_6,17:0,0.001688586,standardsplus,core
PHAN_03F0186_0145,batch_6,16:3w4,0.003569807,standardsplus,core
PHAN_03F0186_0145,batch_6,16:3w3,0,standardsplus,core
PHAN_03F0186_0145,batch_6,17:1w9c,0,standardsplus,core
PHAN_03F0186_0145,batch_6,17:1w7c,0,standardsplus,core
PHAN_03F0186_0145,batch_6,16:4w3,0,standardsplus,core
PHAN_03F0186_0145,batch_6,16:4w1,0.001885936,standardsplus,core
PHAN_03F0186_0145,batch_6,17:2,0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:0,0.007130858,standardsplus,core
PHAN_03F0186_0145,batch_6,18:1w9t,0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:1w9c,0.007705395,standardsplus,core
PHAN_03F0186_0145,batch_6,18:1w8c,0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:1w7c,0.003094282,standardsplus,core
PHAN_03F0186_0145,batch_6,18:1w5c,0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:1w6c,0,standardsplus,core
PHAN_03F0186_0145,batch_6,"18:2w7,12c",0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:2w6t,0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:2w6c,0.002873358,standardsplus,core
PHAN_03F0186_0145,batch_6,18:2w3,0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:2,0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:3w6,0.001712834,standardsplus,core
PHAN_03F0186_0145,batch_6,18:3w4,0,standardsplus,core
PHAN_03F0186_0145,batch_6,19:0,0.173707494,standardsplus,core
PHAN_03F0186_0145,batch_6,18:3w3,0.002521092,standardsplus,core
PHAN_03F0186_0145,batch_6,18:3w1,0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:4w3c,0.002892891,standardsplus,core
PHAN_03F0186_0145,batch_6,18:4w1,0,standardsplus,core
PHAN_03F0186_0145,batch_6,18:5w3,0,standardsplus,core
PHAN_03F0186_0145,batch_6,20:0,0,standardsplus,core
PHAN_03F0186_0145,batch_6,20:1w11,0,standardsplus,core
PHAN_03F0186_0145,batch_6,20:1w9,0.000334754,standardsplus,core
PHAN_03F0186_0145,batch_6,20:1w7,0,standardsplus,core
PHAN_03F0186_0145,batch_6,20:1w5,0,standardsplus,core
PHAN_03F0186_0145,batch_6,20:2w6,0,standardsplus,core
PHAN_03F0186_0145,batch_6,20:3n7,0,standardsplus,core
PHAN_03F0186_0145,batch_6,20:3w6,0.00077256,standardsplus,core
PHAN_03F0186_0145,batch_6,20:4w6,0.404655837,standardsplus,core
PHAN_03F0186_0145,batch_6,20:3w3,0,standardsplus,core
PHAN_03F0186_0145,batch_6,20:4w3,0,standardsplus,core
PHAN_03F0186_0145,batch_6,20:5w3,0.286247351,standardsplus,core
PHAN_03F0186_0145,batch_6,21:0,0,standardsplus,core
PHAN_03F0186_0145,batch_6,22:0,0,standardsplus,core
PHAN_03F0186_0145,batch_6,22:1w9c,0.000853386,standardsplus,core
PHAN_03F0186_0145,batch_6,22:1w7c,0,standardsplus,core
PHAN_03F0186_0145,batch_6,22:2w6,0,standardsplus,core
PHAN_03F0186_0145,batch_6,21:5w3,0,standardsplus,core
PHAN_03F0186_0145,batch_6,23:0,0,standardsplus,core
PHAN_03F0186_0145,batch_6,22:4w6,0,standardsplus,core
PHAN_03F0186_0145,batch_6,22:5w6,0,standardsplus,core
PHAN_03F0186_0145,batch_6,22:3w6,0,standardsplus,core
PHAN_03F0186_0145,batch_6,22:6w4,0,standardsplus,core
PHAN_03F0186_0145,batch_6,22:5w3,0.000530083,standardsplus,core
PHAN_03F0186_0145,batch_6,22:6w3,0.003491002,standardsplus,core
PHAN_03F0186_0145,batch_6,24:0,7.0049E-05,standardsplus,core
PHAN_03F0186_0145,batch_6,24:1,0,standardsplus,core
PHAN_03F0186_0145,batch_6,24:1w9,0.001744491,standardsplus,core
PHAN_03F0186_0145,batch_6,24:1w7,0,standardsplus,core
PHAN_03F0186_0145,batch_6,26:0,0,standardsplus,core
PHAN_03F0186_0145,batch_6,26:4w2,0,standardsplus,core
PHAN_03F0186_0145,batch_6,27:0,0,standardsplus,core
PHAN_03F0186_0145,batch_6,28:0,0,standardsplus,core
PHAN_03F0186_0145,batch_6,29:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,8:0,1.66576E-05,standardsplus,core
PHAN_09F0709_0142,batch_6,9:0,0.000463081,standardsplus,core
PHAN_09F0709_0142,batch_6,10:0,2.73185E-05,standardsplus,core
PHAN_09F0709_0142,batch_6,11:0,2.06554E-05,standardsplus,core
PHAN_09F0709_0142,batch_6,11:1,7.92902E-05,standardsplus,core
PHAN_09F0709_0142,batch_6,12:0,0.000334485,standardsplus,core
PHAN_09F0709_0142,batch_6,13:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,13:1,0,standardsplus,core
PHAN_09F0709_0142,batch_6,i-14:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,14:0,0.01602395,standardsplus,core
PHAN_09F0709_0142,batch_6,14:1,0,standardsplus,core
PHAN_09F0709_0142,batch_6,14:1w5,0,standardsplus,core
PHAN_09F0709_0142,batch_6,i-15:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,a-15:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,15:0,0.003440795,standardsplus,core
PHAN_09F0709_0142,batch_6,15:1w7,0,standardsplus,core
PHAN_09F0709_0142,batch_6,15:1w5,0,standardsplus,core
PHAN_09F0709_0142,batch_6,i-16:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:0,0.231131598,standardsplus,core
PHAN_09F0709_0142,batch_6,16:1w13,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:1w9,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:1w7t,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:1w8c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:1w7c,0.120562414,standardsplus,core
PHAN_09F0709_0142,batch_6,16:1w6c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:1w5t,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:1w5c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:2w6,0.008195542,standardsplus,core
PHAN_09F0709_0142,batch_6,14:4w3,0,standardsplus,core
PHAN_09F0709_0142,batch_6,i-17:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,a-17:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:2w5,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:2w4,0,standardsplus,core
PHAN_09F0709_0142,batch_6,17:0,0.000830881,standardsplus,core
PHAN_09F0709_0142,batch_6,16:3w4,0.008595324,standardsplus,core
PHAN_09F0709_0142,batch_6,16:3w3,0,standardsplus,core
PHAN_09F0709_0142,batch_6,17:1w9c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,17:1w7c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:4w3,0,standardsplus,core
PHAN_09F0709_0142,batch_6,16:4w1,0.012926301,standardsplus,core
PHAN_09F0709_0142,batch_6,17:2,0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:0,0.007683154,standardsplus,core
PHAN_09F0709_0142,batch_6,18:1w9t,0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:1w9c,0.019365465,standardsplus,core
PHAN_09F0709_0142,batch_6,18:1w8c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:1w7c,0.013524643,standardsplus,core
PHAN_09F0709_0142,batch_6,18:1w5c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:1w6c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,"18:2w7,12c",0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:2w6t,0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:2w6c,0.013350737,standardsplus,core
PHAN_09F0709_0142,batch_6,18:2w3,0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:2,0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:3w6,0.002310743,standardsplus,core
PHAN_09F0709_0142,batch_6,18:3w4,0,standardsplus,core
PHAN_09F0709_0142,batch_6,19:0,0.193678639,standardsplus,core
PHAN_09F0709_0142,batch_6,18:3w3,0.002080202,standardsplus,core
PHAN_09F0709_0142,batch_6,18:3w1,0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:4w3c,0.006749662,standardsplus,core
PHAN_09F0709_0142,batch_6,18:4w1,0,standardsplus,core
PHAN_09F0709_0142,batch_6,18:5w3,0,standardsplus,core
PHAN_09F0709_0142,batch_6,20:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,20:1w11,0,standardsplus,core
PHAN_09F0709_0142,batch_6,20:1w9,0,standardsplus,core
PHAN_09F0709_0142,batch_6,20:1w7,0,standardsplus,core
PHAN_09F0709_0142,batch_6,20:1w5,0,standardsplus,core
PHAN_09F0709_0142,batch_6,20:2w6,0.000426435,standardsplus,core
PHAN_09F0709_0142,batch_6,20:3n7,0,standardsplus,core
PHAN_09F0709_0142,batch_6,20:3w6,0.001149375,standardsplus,core
PHAN_09F0709_0142,batch_6,20:4w6,0.09151888,standardsplus,core
PHAN_09F0709_0142,batch_6,20:3w3,0,standardsplus,core
PHAN_09F0709_0142,batch_6,20:4w3,0,standardsplus,core
PHAN_09F0709_0142,batch_6,20:5w3,0.420837065,standardsplus,core
PHAN_09F0709_0142,batch_6,21:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,22:0,0.000100612,standardsplus,core
PHAN_09F0709_0142,batch_6,22:1w9c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,22:1w7c,0,standardsplus,core
PHAN_09F0709_0142,batch_6,22:2w6,0,standardsplus,core
PHAN_09F0709_0142,batch_6,21:5w3,0,standardsplus,core
PHAN_09F0709_0142,batch_6,23:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,22:4w6,0,standardsplus,core
PHAN_09F0709_0142,batch_6,22:5w6,0,standardsplus,core
PHAN_09F0709_0142,batch_6,22:3w6,0,standardsplus,core
PHAN_09F0709_0142,batch_6,22:6w4,0,standardsplus,core
PHAN_09F0709_0142,batch_6,22:5w3,0.005014605,standardsplus,core
PHAN_09F0709_0142,batch_6,22:6w3,0.008555346,standardsplus,core
PHAN_09F0709_0142,batch_6,24:0,0.000376462,standardsplus,core
PHAN_09F0709_0142,batch_6,24:1,0,standardsplus,core
PHAN_09F0709_0142,batch_6,24:1w9,0.004308323,standardsplus,core
PHAN_09F0709_0142,batch_6,24:1w7,0,standardsplus,core
PHAN_09F0709_0142,batch_6,26:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,26:4w2,0,standardsplus,core
PHAN_09F0709_0142,batch_6,27:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,28:0,0,standardsplus,core
PHAN_09F0709_0142,batch_6,29:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,8:0,2.73061E-05,standardsplus,core
PHAN_13F1230_0143,batch_6,9:0,7.02986E-05,standardsplus,core
PHAN_13F1230_0143,batch_6,10:0,6.79747E-05,standardsplus,core
PHAN_13F1230_0143,batch_6,11:0,0.00010051,standardsplus,core
PHAN_13F1230_0143,batch_6,11:1,0.000276547,standardsplus,core
PHAN_13F1230_0143,batch_6,12:0,0.000700082,standardsplus,core
PHAN_13F1230_0143,batch_6,13:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,13:1,0,standardsplus,core
PHAN_13F1230_0143,batch_6,i-14:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,14:0,0.020078688,standardsplus,core
PHAN_13F1230_0143,batch_6,14:1,0,standardsplus,core
PHAN_13F1230_0143,batch_6,14:1w5,0,standardsplus,core
PHAN_13F1230_0143,batch_6,i-15:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,a-15:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,15:0,0.005964346,standardsplus,core
PHAN_13F1230_0143,batch_6,15:1w7,0,standardsplus,core
PHAN_13F1230_0143,batch_6,15:1w5,0,standardsplus,core
PHAN_13F1230_0143,batch_6,i-16:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:0,0.283282052,standardsplus,core
PHAN_13F1230_0143,batch_6,16:1w13,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:1w9,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:1w7t,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:1w8c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:1w7c,0.014662787,standardsplus,core
PHAN_13F1230_0143,batch_6,16:1w6c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:1w5t,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:1w5c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:2w6,0.002207726,standardsplus,core
PHAN_13F1230_0143,batch_6,14:4w3,0,standardsplus,core
PHAN_13F1230_0143,batch_6,i-17:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,a-17:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:2w5,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:2w4,0,standardsplus,core
PHAN_13F1230_0143,batch_6,17:0,0.001833575,standardsplus,core
PHAN_13F1230_0143,batch_6,16:3w4,0.004647844,standardsplus,core
PHAN_13F1230_0143,batch_6,16:3w3,0,standardsplus,core
PHAN_13F1230_0143,batch_6,17:1w9c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,17:1w7c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:4w3,0,standardsplus,core
PHAN_13F1230_0143,batch_6,16:4w1,0.001510549,standardsplus,core
PHAN_13F1230_0143,batch_6,17:2,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:0,0.011597534,standardsplus,core
PHAN_13F1230_0143,batch_6,18:1w9t,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:1w9c,0.012474234,standardsplus,core
PHAN_13F1230_0143,batch_6,18:1w8c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:1w7c,0.001674386,standardsplus,core
PHAN_13F1230_0143,batch_6,18:1w5c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:1w6c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,"18:2w7,12c",0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:2w6t,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:2w6c,0.003295903,standardsplus,core
PHAN_13F1230_0143,batch_6,18:2w3,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:2,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:3w6,0.00203808,standardsplus,core
PHAN_13F1230_0143,batch_6,18:3w4,0,standardsplus,core
PHAN_13F1230_0143,batch_6,19:0,0.169345374,standardsplus,core
PHAN_13F1230_0143,batch_6,18:3w3,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:3w1,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:4w3c,0.000930731,standardsplus,core
PHAN_13F1230_0143,batch_6,18:4w1,0,standardsplus,core
PHAN_13F1230_0143,batch_6,18:5w3,0,standardsplus,core
PHAN_13F1230_0143,batch_6,20:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,20:1w11,0,standardsplus,core
PHAN_13F1230_0143,batch_6,20:1w9,0.000333483,standardsplus,core
PHAN_13F1230_0143,batch_6,20:1w7,0,standardsplus,core
PHAN_13F1230_0143,batch_6,20:1w5,0,standardsplus,core
PHAN_13F1230_0143,batch_6,20:2w6,0,standardsplus,core
PHAN_13F1230_0143,batch_6,20:3n7,0,standardsplus,core
PHAN_13F1230_0143,batch_6,20:3w6,0.000786648,standardsplus,core
PHAN_13F1230_0143,batch_6,20:4w6,0.370954923,standardsplus,core
PHAN_13F1230_0143,batch_6,20:3w3,0,standardsplus,core
PHAN_13F1230_0143,batch_6,20:4w3,0,standardsplus,core
PHAN_13F1230_0143,batch_6,20:5w3,0.256168271,standardsplus,core
PHAN_13F1230_0143,batch_6,21:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,22:0,0.000127816,standardsplus,core
PHAN_13F1230_0143,batch_6,22:1w9c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,22:1w7c,0,standardsplus,core
PHAN_13F1230_0143,batch_6,22:2w6,0,standardsplus,core
PHAN_13F1230_0143,batch_6,21:5w3,0,standardsplus,core
PHAN_13F1230_0143,batch_6,23:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,22:4w6,0,standardsplus,core
PHAN_13F1230_0143,batch_6,22:5w6,0.000306758,standardsplus,core
PHAN_13F1230_0143,batch_6,22:3w6,0,standardsplus,core
PHAN_13F1230_0143,batch_6,22:6w4,0,standardsplus,core
PHAN_13F1230_0143,batch_6,22:5w3,0.000202181,standardsplus,core
PHAN_13F1230_0143,batch_6,22:6w3,0.001643594,standardsplus,core
PHAN_13F1230_0143,batch_6,24:0,0.000215544,standardsplus,core
PHAN_13F1230_0143,batch_6,24:1,0,standardsplus,core
PHAN_13F1230_0143,batch_6,24:1w9,0.001819631,standardsplus,core
PHAN_13F1230_0143,batch_6,24:1w7,0,standardsplus,core
PHAN_13F1230_0143,batch_6,26:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,26:4w2,0,standardsplus,core
PHAN_13F1230_0143,batch_6,27:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,28:0,0,standardsplus,core
PHAN_13F1230_0143,batch_6,29:0,0,standardsplus,core
RHLA_11F1031_0198,batch_6,8:0,0.000134341,standardsplus,Bside
RHLA_11F1031_0198,batch_6,9:0,0.001384356,standardsplus,Bside
RHLA_11F1031_0198,batch_6,10:0,0.000101076,standardsplus,Bside
RHLA_11F1031_0198,batch_6,11:0,0.000121547,standardsplus,Bside
RHLA_11F1031_0198,batch_6,11:1,0.000198313,standardsplus,Bside
RHLA_11F1031_0198,batch_6,12:0,0.000374876,standardsplus,Bside
RHLA_11F1031_0198,batch_6,13:0,7.80459E-05,standardsplus,Bside
RHLA_11F1031_0198,batch_6,13:1,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,i-14:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,14:0,0.014469204,standardsplus,Bside
RHLA_11F1031_0198,batch_6,14:1,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,14:1w5,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,i-15:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,a-15:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,15:0,0.002286362,standardsplus,Bside
RHLA_11F1031_0198,batch_6,15:1w7,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,15:1w5,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,i-16:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:0,0.208864995,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:1w13,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:1w9,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:1w7t,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:1w8c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:1w7c,0.011699214,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:1w6c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:1w5t,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:1w5c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:2w6,0.000511777,standardsplus,Bside
RHLA_11F1031_0198,batch_6,14:4w3,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,i-17:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,a-17:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:2w5,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:2w4,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,17:0,0.000930154,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:3w4,0.000383832,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:3w3,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,17:1w9c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,17:1w7c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:4w3,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,16:4w1,0.000127944,standardsplus,Bside
RHLA_11F1031_0198,batch_6,17:2,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:0,0.009316893,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:1w9t,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:1w9c,0.010803604,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:1w8c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:1w7c,0.087918106,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:1w5c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:1w6c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,"18:2w7,12c",0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:2w6t,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:2w6c,0.019009943,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:2w3,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:2,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:3w6,0.006031287,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:3w4,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,19:0,0.409791054,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:3w3,0.000857226,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:3w1,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:4w3c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:4w1,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,18:5w3,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:1w11,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:1w9,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:1w7,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:1w5,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:2w6,0.001853911,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:3n7,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:3w6,0.002512823,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:4w6,0.037358414,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:3w3,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:4w3,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,20:5w3,0.563769286,standardsplus,Bside
RHLA_11F1031_0198,batch_6,21:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:0,0.000529689,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:1w9c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:1w7c,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:2w6,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,21:5w3,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,23:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:4w6,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:5w6,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:3w6,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:6w4,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:5w3,0.000624367,standardsplus,Bside
RHLA_11F1031_0198,batch_6,22:6w3,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,24:0,0.000928875,standardsplus,Bside
RHLA_11F1031_0198,batch_6,24:1,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,24:1w9,0.016819539,standardsplus,Bside
RHLA_11F1031_0198,batch_6,24:1w7,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,26:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,26:4w2,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,27:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,28:0,0,standardsplus,Bside
RHLA_11F1031_0198,batch_6,29:0,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,8:0,5.57068E-05,standardsplus,Bside
TRAN_11F0994_0199,batch_6,9:0,0.000465058,standardsplus,Bside
TRAN_11F0994_0199,batch_6,10:0,5.4455E-05,standardsplus,Bside
TRAN_11F0994_0199,batch_6,11:0,0.000152098,standardsplus,Bside
TRAN_11F0994_0199,batch_6,11:1,0.00011204,standardsplus,Bside
TRAN_11F0994_0199,batch_6,12:0,0.000641567,standardsplus,Bside
TRAN_11F0994_0199,batch_6,13:0,0.000179639,standardsplus,Bside
TRAN_11F0994_0199,batch_6,13:1,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,i-14:0,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,14:0,0.020669734,standardsplus,Bside
TRAN_11F0994_0199,batch_6,14:1,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,14:1w5,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,i-15:0,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,a-15:0,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,15:0,0.002933684,standardsplus,Bside
TRAN_11F0994_0199,batch_6,15:1w7,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,15:1w5,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,i-16:0,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:0,0.253986793,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:1w13,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:1w9,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:1w7t,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:1w8c,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:1w7c,0.007718211,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:1w6c,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:1w5t,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:1w5c,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:2w6,0.000876287,standardsplus,Bside
TRAN_11F0994_0199,batch_6,14:4w3,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,i-17:0,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,a-17:0,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:2w5,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:2w4,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,17:0,0.001046537,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:3w4,0.002128126,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:3w3,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,17:1w9c,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,17:1w7c,0,standardsplus,Bside
TRAN_11F0994_0199,batch_6,16:4w3,0,standardsplus,Bside
