Data Filename,Sample Type,FA,Ret Time,Area,Height,Conc,,,Area %,Height %,,Notes
IRCO_09F0720_0070_342020_11.qgd,Unknown,16:0,17.476,2343157,686410,3.9126,-----,-----,99.9526,99.9189,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,16:0,17.498,6458092,1823339,10.7838,-----,-----,99.9814,99.9776,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,16:0,17.493,5154150,1483681,8.6064,-----,-----,99.9722,99.941,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,16:0,17.542,18051582,4032942,30.1427,-----,-----,99.998,99.9951,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,16:0,17.549,21177470,4368774,35.3623,-----,-----,99.9961,99.9967,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,16:0,17.51,9217441,2409613,15.3914,-----,-----,99.982,99.9675,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,16:0,17.558,20080813,4273906,33.5311,-----,-----,99.9948,99.9861,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,16:0,17.543,15244068,3503483,25.4547,-----,-----,99.7866,99.7359,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,16:0,17.546,16579560,3775927,27.6847,-----,-----,99.9736,99.9608,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,16:1w9,18.227,31200,10342,0.2616,-----,-----,100,100,1,this might be a bad peak ID
DEME_04F0245_0034_342020_27.qgd,Unknown,16:1w9,18.254,162778,55353,1.3651,-----,-----,100,100,1,this might be a bad peak ID
DEME_12F1165_0090_342020_21.qgd,Unknown,16:1w9,18.24,42632,13796,0.3575,-----,-----,100,100,1,this might be a bad peak ID
DEME_13F1242_0087_342020_22.qgd,Unknown,16:1w9,18.238,82306,25272,0.6902,-----,-----,100,100,1,this might be a bad peak ID
DEME_14F1312_0088_342020_12.qgd,Unknown,16:1w9,18.254,122764,39073,1.0295,-----,-----,100,100,1,this might be a bad peak ID
DEME_15F1416_0089_342020_13.qgd,Unknown,16:1w9,18.256,128080,39926,1.0741,-----,-----,100,100,1,this might be a bad peak ID
HIGR_07F0558_0050_342020_26.qgd,Unknown,16:1w9,18.241,34209,11793,0.2869,-----,-----,100,100,1,this might be a bad peak ID
HIGR_11F0992_0124_342020_18.qgd,Unknown,16:1w9,18.243,41075,12396,0.3445,-----,-----,100,100,1,this might be a bad peak ID
HIGR_12F1091_0125_342020_16.qgd,Unknown,16:1w9,18.24,17112,5664,0.1435,-----,-----,100,100,1,this might be a bad peak ID
IRCO_08F0676_0069_342020_10.qgd,Unknown,16:1w9,18.221,5482,1696,0.046,-----,-----,100,100,1,this might be a bad peak ID
IRCO_09F0720_0070_342020_11.qgd,Unknown,16:1w9,18.225,5679,1779,0.0476,-----,-----,100,100,1,this might be a bad peak ID
IRCO_10F0875_0071_342020_23.qgd,Unknown,16:1w9,18.228,19141,5767,0.1605,-----,-----,100,100,1,this might be a bad peak ID
IRCO_15F1424_0105_342020_20.qgd,Unknown,16:1w9,18.238,17511,5278,0.1468,-----,-----,100,100,1,this might be a bad peak ID
PHAN_02F0095_0051_342020_8.qgd,Unknown,16:1w9,18.236,100285,31885,0.841,-----,-----,100,100,1,this might be a bad peak ID
PHAN_03F0175_0052_342020_9.qgd,Unknown,16:1w9,18.236,73567,23875,0.6169,-----,-----,100,100,1,this might be a bad peak ID
PHAN_04F0230_0053_342020_25.qgd,Unknown,16:1w9,18.23,33878,11183,0.2841,-----,-----,100,100,1,this might be a bad peak ID
PLCA_09F0719_0108_342020_19.qgd,Unknown,16:1w9,18.256,27457,18115,0.2303,-----,-----,100,100,1,this might be a bad peak ID
PLCA_14F1214_0106_342020_14.qgd,Unknown,16:1w9,18.254,64238,20006,0.5387,-----,-----,100,100,1,this might be a bad peak ID
PLCA_15F1397_0107_342020_15.qgd,Unknown,16:1w9,18.252,69745,20437,0.5849,-----,-----,100,100,1,this might be a bad peak ID
DEME_03F0154_0033_342020_7.qgd,Unknown,16:1w7c,18.13,70629,22801,0.5923,-----,-----,100,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,16:1w7c,18.176,1296797,346089,10.875,-----,-----,77.6827,75.2165,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,16:1w7c,18.141,144317,43069,1.2102,-----,-----,100,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,16:1w7c,18.143,137605,39600,1.154,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,16:1w7c,18.156,338785,99483,2.8411,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,16:1w7c,18.154,147548,46536,1.2373,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,16:1w7c,18.144,313912,88153,2.6325,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,16:1w7c,18.151,446227,132758,3.7421,-----,-----,67.7256,68.2052,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,16:1w7c,18.149,414340,123928,3.4747,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,16:1w7c,18.124,24874,6772,0.2086,-----,-----,66.4316,64.0621,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,16:1w7c,18.122,18032,4634,0.1512,-----,-----,64.3816,61.4589,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,16:1w7c,18.123,9726,3053,0.0816,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,16:1w7c,18.133,43342,13726,0.3635,-----,-----,100,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,16:1w7c,18.144,355076,107363,2.9777,-----,-----,67.7794,68.0684,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,16:1w7c,18.141,61487,17148,0.5156,-----,-----,26.8285,25.9045,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,16:1w7c,18.147,542626,155347,4.5505,-----,-----,92.2112,91.8604,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,16:1w7c,18.187,1706084,436341,14.3073,-----,-----,97.7184,98.1503,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,16:1w7c,18.157,146662,43974,1.2299,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,16:1w7c,18.153,204152,62379,1.712,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,16:2w9,18.962,6660,1515,0.0282,-----,-----,39.4784,27.4307,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,16:2w9,18.985,157830,43341,0.6677,-----,-----,59.9669,60.0249,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,16:2w9,18.966,10504,2673,0.0444,-----,-----,37.1127,29.6407,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,16:2w9,18.976,13962,3448,0.0591,-----,-----,47.4866,43.6843,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,16:2w9,18.983,23592,5823,0.0998,-----,-----,46.484,46.174,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,16:2w9,18.991,13278,3692,0.0562,-----,-----,27.4328,30.4746,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,16:2w9,18.966,51894,13371,0.2195,-----,-----,90.064,87.7765,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,16:2w9,18.979,56371,14754,0.2385,-----,-----,86.5914,84.5938,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,16:2w9,18.981,60185,15780,0.2546,-----,-----,93.1137,89.8633,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,16:2w9,19.004,560,247,0.0024,-----,-----,9.324,10.1147,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,16:2w9,19.009,418,205,0.0018,-----,-----,6.8278,9.0468,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,16:2w9,19.048,991,356,0.0042,-----,-----,14.9247,9.4933,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,16:2w9,18.964,857,351,0.0036,-----,-----,12.7284,10.9722,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,16:2w9,18.974,13764,3555,0.0582,-----,-----,35.1212,31.6478,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,16:2w9,18.99,1144,525,0.0048,-----,-----,10.6756,13.6683,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,16:2w9,18.969,8651,2189,0.0366,-----,-----,61.5379,42.4225,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,16:2w9,18.99,52707,14719,0.223,-----,-----,64.7244,68.4573,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,16:2w9,18.99,6863,1737,0.029,-----,-----,13.7483,16.6635,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,16:2w9,18.971,11619,2198,0.0492,-----,-----,32.2276,23.0931,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,16:2w6,19.667,76829,18011,0.325,-----,-----,100,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,16:2w6,19.726,1273197,321255,5.3861,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,16:2w6,19.672,82967,20212,0.351,-----,-----,100,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,16:2w6,19.673,176220,41028,0.7455,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,16:2w6,19.677,224872,48851,0.9513,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,16:2w6,19.681,218777,53962,0.9255,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,16:2w6,19.708,54573,12204,0.2309,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,16:2w6,19.704,72389,15744,0.3062,-----,-----,100,100,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,16:2w6,19.715,36431,8755,0.1541,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,16:2w6,19.726,190,223,0.0008,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,16:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,16:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,16:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,16:2w6,19.705,89761,22413,0.3797,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,16:2w6,19.711,3043,1405,0.0129,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,16:2w6,19.707,30097,7595,0.1273,-----,-----,100,100,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,16:2w6,19.727,318349,84945,1.3467,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,16:2w6,19.73,35482,8722,0.1501,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,16:2w6,19.733,40680,10431,0.1721,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,17:0,20.216,73955,18641,0.1341,-----,-----,88.6793,86.5333,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,17:0,20.246,67764,16355,0.1229,-----,-----,15.7981,16.6789,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,17:0,20.219,88491,22970,0.1605,-----,-----,89.2451,91.4666,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,17:0,20.223,98221,25498,0.1781,-----,-----,59.507,63.092,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,17:0,20.231,143902,35828,0.261,-----,-----,88.6926,90.7865,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,17:0,20.236,121787,30541,0.2209,-----,-----,86.2062,91.015,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,17:0,20.221,94157,23510,0.1708,-----,-----,89.0256,88.3104,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,17:0,20.229,85407,22206,0.1549,-----,-----,88.286,88.3504,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,17:0,20.224,52675,13736,0.0955,-----,-----,64.3351,70.6512,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,17:0,20.218,7432,1704,0.0135,-----,-----,87.7761,79.2927,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,17:0,20.226,6359,1576,0.0115,-----,-----,64.6043,58.284,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,17:0,20.223,30414,7937,0.0552,-----,-----,93.524,89.714,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,17:0,20.21,12117,2779,0.022,-----,-----,83.6116,78.2817,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,17:0,20.215,55192,14008,0.1001,-----,-----,71.2541,68.9438,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,17:0,20.224,98566,24611,0.1788,-----,-----,93.2648,91.2465,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,17:0,20.217,36934,9536,0.067,-----,-----,89.7807,87.2222,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,17:0,20.23,56855,14260,0.1031,-----,-----,46.0387,46.4042,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,17:0,20.239,57347,14365,0.104,-----,-----,80.3011,76.3,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,17:0,20.241,84289,22308,0.1529,-----,-----,85.3128,85.5401,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,16:3w4,20.533,19699,4845,0.0995,-----,-----,60.916,53.0726,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,16:3w4,20.588,3659950,829092,18.485,-----,-----,99.5129,99.4772,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,16:3w4,20.54,5637,1193,0.0285,-----,-----,20.6893,19.9298,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,16:3w4,20.54,40222,9465,0.2031,-----,-----,71.0297,67.8884,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,16:3w4,20.534,14317,3827,0.0723,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,16:3w4,20.552,46242,10559,0.2336,-----,-----,52.156,50.9826,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,16:3w4,20.547,32722,8155,0.1653,-----,-----,85.9341,79.7945,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,16:3w4,20.549,28973,7593,0.1463,-----,-----,82.3401,77.5508,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,16:3w4,20.546,39062,9770,0.1973,-----,-----,88.4336,82.4403,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,16:3w4,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,16:3w4,20.519,1172,381,0.0059,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,16:3w4,20.544,1086,394,0.0055,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,16:3w4,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,16:3w4,20.542,163306,41698,0.8248,-----,-----,87.8703,87.8685,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,16:3w4,20.535,5964,1271,0.0301,-----,-----,47.2883,31.5306,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,16:3w4,20.533,27907,6961,0.1409,-----,-----,68.4851,69.9457,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,16:3w4,20.562,623710,159952,3.1501,-----,-----,97.058,97.126,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,16:3w4,20.573,88123,21243,0.4451,-----,-----,79.2694,78.4569,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,16:3w4,20.565,72057,18146,0.3639,-----,-----,82.4649,75.9915,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,16:4n6,21.95,12470,2506,0.063,-----,-----,57.3967,39.0708,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,16:4n6,21.993,2803846,661781,14.1611,-----,-----,99.6148,99.3856,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,16:4n6,21.963,5824,1347,0.0294,-----,-----,24.7524,17.8293,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,16:4n6,21.952,51812,10380,0.2617,-----,-----,83.3339,71.0132,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,16:4n6,21.962,24812,5640,0.1253,-----,-----,45.3809,33.726,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,16:4n6,21.968,72413,16652,0.3657,-----,-----,67.9928,61.6307,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,16:4n6,21.961,104803,25641,0.5293,-----,-----,95.728,91.8868,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,16:4n6,21.965,94254,22102,0.476,-----,-----,93.5431,87.3977,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,16:4n6,21.969,84938,20215,0.429,-----,-----,93.4298,91.4416,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,16:4n6,21.956,4119,748,0.0208,-----,-----,74.9045,46.8672,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,16:4n6,21.963,713,386,0.0036,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,16:4n6,21.959,2681,626,0.0135,-----,-----,35.3088,25.2521,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,16:4n6,21.979,1044,214,0.0053,-----,-----,26.6055,13.017,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,16:4n6,21.964,206579,49699,1.0433,-----,-----,98.0083,95.7112,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,16:4n6,21.953,4142,882,0.0209,-----,-----,49.2041,34.8066,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,16:4n6,21.959,35845,8547,0.181,-----,-----,89.1889,81.6488,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,16:4n6,21.981,736669,171834,3.7206,-----,-----,98.1549,98.0217,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,16:4n6,21.983,65531,13988,0.331,-----,-----,76.1209,73.9323,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,16:4n6,21.981,73126,17331,0.3693,-----,-----,89.5263,80.9633,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,16:4w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,16:4w3,21.232,6912,1225,0.0349,-----,-----,19.5304,14.3881,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,16:4w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,16:4w3,21.216,11499,2151,0.0581,-----,-----,43.0416,34.2189,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,16:4w3,21.237,2816,1545,0.0142,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,16:4w3,21.272,14821,2435,0.0749,-----,-----,30.3603,20.869,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,16:4w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,16:4w3,21.222,2317,585,0.0117,-----,-----,8.305,7.4513,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,16:4w3,21.224,718,403,0.0036,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,16:4w3,21.229,593,219,0.003,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,16:4w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,16:4w3,21.224,6433,1479,0.0325,-----,-----,55.7259,38.7985,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,16:4w3,21.224,27664,6451,0.1397,-----,-----,85.6232,73.8862,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,16:4w3,21.218,274242,68003,1.3851,-----,-----,92.8702,91.5249,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,16:4w3,21.226,862,442,0.0044,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,16:4w3,21.223,39136,9734,0.1977,-----,-----,74.2661,73.3921,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,16:4w3,21.234,49633,10108,0.2507,-----,-----,71.2647,68.7058,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,16:4w3,21.235,30743,7373,0.1553,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,16:4w3,21.232,10942,2321,0.0553,-----,-----,32.7546,22.6284,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,18:0,23.429,2202143,459011,3.954,-----,-----,99.8654,99.8653,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,18:0,23.436,1716385,356794,3.0818,-----,-----,99.7795,99.5563,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,18:0,23.466,3178236,589081,5.7066,-----,-----,99.9069,99.734,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,18:0,23.424,722494,157467,1.2973,-----,-----,99.2411,98.8096,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,18:0,23.502,4530853,731070,8.1353,-----,-----,99.9549,99.9222,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,18:0,23.455,1175327,223820,2.1103,-----,-----,99.6204,98.9662,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,18:0,23.435,2426628,524222,4.3571,-----,-----,99.9131,99.7914,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,18:0,23.424,746591,170306,1.3405,-----,-----,99.7438,99.3148,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,18:0,23.421,638280,143374,1.1461,-----,-----,99.7718,99.6843,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,18:0,23.396,216271,51183,0.3883,-----,-----,99.5847,98.9063,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,18:0,23.393,217670,48850,0.3908,-----,-----,99.5932,98.8726,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,18:0,23.402,306423,70821,0.5502,-----,-----,99.254,99.0711,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,18:0,23.407,212953,47877,0.3824,-----,-----,99.5331,99.0483,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,18:0,23.408,790381,178105,1.4192,-----,-----,99.7813,99.4483,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,18:0,23.416,1628199,373229,2.9235,-----,-----,99.8788,99.7797,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,18:0,23.415,1295150,286310,2.3255,-----,-----,99.905,99.4888,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,18:0,23.419,752069,163731,1.3504,-----,-----,99.2166,98.6367,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,18:0,23.427,675810,147136,1.2134,-----,-----,98.3657,98.5426,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,18:0,23.424,935399,215825,1.6795,-----,-----,98.2782,98.4706,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,18:1w9c,24.058,1222406,256872,10.4789,-----,-----,98.5258,98.5063,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,18:1w9c,24.08,1535530,295904,13.1631,-----,-----,97.9329,97.4067,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,18:1w9c,24.13,3281432,531904,28.1296,-----,-----,99.202,98.8348,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,18:1w9c,24.077,1603342,318581,13.7444,-----,-----,97.6487,97.5262,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,18:1w9c,24.181,5615817,760631,48.1408,-----,-----,99.4142,99.0117,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,18:1w9c,24.117,2480712,437716,21.2656,-----,-----,98.3109,97.8858,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,18:1w9c,24.064,1161245,239641,9.9546,-----,-----,98.8408,98.6709,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,18:1w9c,24.064,1098455,229074,9.4164,-----,-----,98.7541,98.3323,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,18:1w9c,24.052,775308,162356,6.6462,-----,-----,98.5145,98.3284,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,18:1w9c,24.006,55496,12350,0.4757,-----,-----,85.1035,82.3498,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,18:1w9c,24.009,37386,8907,0.3205,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,18:1w9c,24.01,69374,16520,0.5947,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,18:1w9c,24.02,125735,28937,1.0778,-----,-----,82.4741,81.7845,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,18:1w9c,24.015,165638,35962,1.4199,-----,-----,74.005,73.1649,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,18:1w9c,24.014,157662,33106,1.3515,-----,-----,87.8599,86.2046,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,18:1w9c,24.018,207343,47639,1.7774,-----,-----,68.8127,68.0479,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,18:1w9c,24.03,105414,22549,0.9036,-----,-----,59.6011,57.2019,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,18:1w9c,24.031,46998,10290,0.4029,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,18:1w9c,24.035,65422,12328,0.5608,-----,-----,52.3883,48.5202,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,18:1w7c,24.304,8345,3115,0.0706,-----,-----,100,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,18:1w7c,24.312,23797,6056,0.2013,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,18:1w7c,24.337,9989,3689,0.0845,-----,-----,100,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,18:1w7c,24.317,25667,6442,0.2171,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,18:1w7c,24.357,20904,6846,0.1768,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,18:1w7c,24.331,31955,7843,0.2703,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,18:1w7c,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,18:1w7c,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,18:1w7c,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,18:1w7c,24.291,8413,2102,0.0712,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,18:1w7c,24.29,10303,2177,0.0871,-----,-----,21.4932,19.3288,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,18:1w7c,24.296,66717,14620,0.5643,-----,-----,47.8076,45.5551,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,18:1w7c,24.304,25566,5926,0.2162,-----,-----,100,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,18:1w7c,24.295,56902,12616,0.4813,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,18:1w7c,24.293,19666,4776,0.1663,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,18:1w7c,24.304,91893,21856,0.7772,-----,-----,100,100,1,
