Data Filename,Sample Type,FA,Ret Time,Area,Height,Conc,,,Area %,Height %,,Notes
DEME_03F0154_0033_342020_7.qgd,Unknown,20:4w6,34.833,6321618,907051,29.4853,-----,-----,99.965,99.9237,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,20:4w6,34.853,6382394,876553,29.7688,-----,-----,99.9915,99.935,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,20:4w6,34.877,8528761,1067308,39.7799,-----,-----,100,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,20:4w6,34.852,6609565,893410,30.8283,-----,-----,99.9619,99.8735,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,20:4w6,34.954,14979605,1571868,69.8679,-----,-----,99.256,98.3611,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,20:4w6,34.929,12434417,1410186,57.9966,-----,-----,99.7232,99.4307,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,20:4w6,34.843,6104560,875179,28.4729,-----,-----,99.9697,99.8773,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,20:4w6,34.84,5666632,803132,26.4303,-----,-----,99.9823,99.9179,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,20:4w6,34.824,4264331,627953,19.8897,-----,-----,99.9591,99.9104,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,20:4w6,34.719,300083,52107,1.3996,-----,-----,99.3626,97.6097,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,20:4w6,34.727,235157,41577,1.0968,-----,-----,98.7184,95.8746,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,20:4w6,34.763,1716193,298120,8.0047,-----,-----,99.9514,99.7544,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,20:4w6,34.736,586630,103617,2.7362,-----,-----,99.3983,98.2133,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,20:4w6,34.888,9881365,1189120,46.0887,-----,-----,99.9942,99.9738,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,20:4w6,34.936,13759431,1491733,64.1767,-----,-----,99.9742,99.9196,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,20:4w6,34.758,1831488,316824,8.5424,-----,-----,99.9205,99.8157,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,20:4w6,34.828,4194756,639245,19.5652,-----,-----,96.1608,93.6686,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,20:4w6,34.857,3264290,543608,15.2253,-----,-----,80.6273,76.5846,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,20:4w6,34.809,3462303,550847,16.1489,-----,-----,99.9101,99.7649,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,20:3w3,35.589,58333,10388,0.2482,-----,-----,83.8552,75.4229,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,20:3w3,35.622,68273,10666,0.2905,-----,-----,89.2854,78.0991,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,20:3w3,35.596,52602,8596,0.2238,-----,-----,87.8325,79.7921,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,20:3w3,35.6,74741,13966,0.318,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,20:3w3,35.618,75622,12060,0.3217,-----,-----,90.8875,79.82,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,20:3w3,35.627,101845,16268,0.4333,-----,-----,92.8421,77.6441,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,20:3w3,35.579,46141,6890,0.1963,-----,-----,79.7997,65.1722,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,20:3w3,35.609,70195,12978,0.2987,-----,-----,84.8729,77.4482,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,20:3w3,35.599,41934,7389,0.1784,-----,-----,74.552,60.7049,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,20:3w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,20:4w3,36.565,329221,53684,1.4007,-----,-----,96.368,93.7761,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,20:4w3,36.609,473387,55329,2.0141,-----,-----,95.2339,92.7467,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,20:4w3,36.58,501959,76143,2.1357,-----,-----,96.755,92.4425,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,20:4w3,36.59,838642,129694,3.5682,-----,-----,97.6827,97.6972,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,20:4w3,36.609,559032,82570,2.3785,-----,-----,95.1458,90.9281,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,20:4w3,36.613,714017,100318,3.0379,-----,-----,96.3565,96.0192,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,20:4w3,36.573,373458,61692,1.5889,-----,-----,98.6028,97.529,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,20:4w3,36.573,168879,27934,0.7185,-----,-----,92.5801,91.3294,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,20:4w3,36.577,206622,33555,0.8791,-----,-----,96.7282,90.2914,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,20:4w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,20:4w3,36.577,-211,86,-0.0009,-----,-----,0,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,20:4w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,20:4w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,20:4w3,36.596,2523,1451,0.0107,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,20:4w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,20:4w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,20:4w3,36.615,44234,7097,0.1882,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,20:4w3,36.648,38973,5899,0.1658,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,20:4w3,36.61,45437,7963,0.1933,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,20:5w3,37.202,4496357,716170,20.4528,-----,-----,99.9203,99.8686,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,20:5w3,37.352,16396807,1746700,74.5848,-----,-----,99.9997,99.9937,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,20:5w3,37.217,4727063,745494,21.5022,-----,-----,99.9611,99.9358,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,20:5w3,37.222,5295552,787719,24.0881,-----,-----,99.916,99.9179,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,20:5w3,37.284,8874356,1180084,40.3672,-----,-----,99.9656,99.9373,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,20:5w3,37.292,9709887,1277852,44.1678,-----,-----,99.9688,99.9738,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,20:5w3,37.206,3913299,630888,17.8006,-----,-----,99.8622,99.7712,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,20:5w3,37.21,3771069,605783,17.1536,-----,-----,99.9524,99.9121,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,20:5w3,37.184,2603709,430310,11.8436,-----,-----,99.8995,99.696,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,20:5w3,37.157,1520313,259975,6.9155,-----,-----,99.8782,99.6615,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,20:5w3,37.154,1361398,234394,6.1926,-----,-----,99.8654,99.6849,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,20:5w3,37.209,4035621,614764,18.357,-----,-----,99.9835,99.9639,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,20:5w3,37.205,3825320,613297,17.4004,-----,-----,99.9772,99.8785,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,20:5w3,37.254,7968876,1084639,36.2484,-----,-----,99.9898,99.9447,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,20:5w3,37.248,6718723,979516,30.5617,-----,-----,99.9805,99.9278,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,20:5w3,37.214,4699466,708813,21.3767,-----,-----,99.9746,99.9313,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,20:5w3,37.322,13445019,1595305,61.1579,-----,-----,99.9948,99.965,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,20:5w3,37.33,11696559,1345626,53.2046,-----,-----,99.9658,99.8271,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,20:5w3,37.31,12606590,1490880,57.3441,-----,-----,99.9949,99.9636,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:0,38.462,14826,2564,0.0358,-----,-----,100,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:0,38.464,11949,2386,0.0288,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:0,38.484,16813,3027,0.0406,-----,-----,100,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:0,38.459,18452,3432,0.0445,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:0,38.461,22943,3712,0.0554,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:0,38.484,16761,3050,0.0404,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:0,38.487,18325,3523,0.0442,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:0,38.473,16134,3117,0.0389,-----,-----,100,100,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:0,38.476,19658,3739,0.0474,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:0,38.477,11862,2008,0.0286,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:0,38.462,4720,695,0.0114,-----,-----,51.349,24.4288,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:0,38.465,5275,852,0.0127,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:0,38.438,3177,696,0.0077,-----,-----,100,100,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:0,38.502,190039,32304,0.4586,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:0,38.523,368602,65335,0.8894,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:0,38.486,82977,15424,0.2002,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:1w9c,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:1w9c,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:1w9c,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:1w9c,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:1w9c,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:1w9c,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:1w9c,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:1w9c,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:1w9c,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:1w9c,39.237,4758,874,0.0322,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:1w9c,39.23,2148,413,0.0145,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:1w9c,39.25,13445,2652,0.0909,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:1w9c,39.24,6736,1260,0.0455,-----,-----,100,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:1w9c,39.249,10036,1464,0.0678,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:1w9c,39.231,12469,2170,0.0843,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:1w9c,39.236,5544,1079,0.0375,-----,-----,100,100,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:1w9c,39.269,19549,3225,0.1322,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:1w9c,39.301,9865,1759,0.0667,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:1w9c,39.253,12828,2580,0.0867,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:2w6,41.309,22201,4173,0.1185,-----,-----,100,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:2w6,41.312,33290,5414,0.1776,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:2w6,41.31,32018,5883,0.1708,-----,-----,100,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:2w6,41.311,37839,6396,0.2019,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:2w6,41.337,7935,2348,0.0423,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:2w6,41.316,20070,3516,0.1071,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:2w6,41.29,9914,1716,0.0529,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:2w6,41.343,4574,958,0.0244,-----,-----,100,100,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:2w6,41.313,6087,1082,0.0325,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:2w6,41.597,126,125,0.0007,-----,-----,2.2905,3.6993,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:2w6,41.193,133,212,0.0007,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:2w6,41.196,193,213,0.001,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:2w6,41.168,-163,72,-0.0009,-----,-----,0,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:2w6,41.176,-121,139,-0.0006,-----,-----,0,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:2w6,41.194,-18,128,-0.0001,-----,-----,0,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,21:5w3,41.573,-10,162,0,-----,-----,0,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,21:5w3,41.609,3264,894,0.0148,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,21:5w3,41.54,2475,724,0.0113,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,21:5w3,41.55,2544,949,0.0116,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,21:5w3,41.609,-635,261,-0.0029,-----,-----,0,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,21:5w3,41.627,323,235,0.0015,-----,-----,100,100,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,21:5w3,41.665,-202,55,-0.0009,-----,-----,0,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,21:5w3,41.616,-17,138,-0.0001,-----,-----,0,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,21:5w3,41.631,-172,163,-0.0008,-----,-----,0,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,21:5w3,41.67,184,160,0.0008,-----,-----,100,100,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,21:5w3,41.423,152111,18345,0.6919,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,21:5w3,41.582,840656,93192,3.8239,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,21:5w3,41.547,101563,12736,0.462,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,23:0,42.384,6049,1137,0.0144,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,23:0,42.394,-92,90,-0.0002,-----,-----,0,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,23:0,42.419,1412,498,0.0034,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:4w6,43.041,346,268,0.0018,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:4w6,43.036,2527,897,0.0133,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:4w6,43.027,5693,982,0.03,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:4w6,43.008,15902,2230,0.0839,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:4w6,43.053,822495,141916,4.3384,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:4w6,43.07,956568,153690,5.0456,-----,-----,99.805,99.3606,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:4w6,43.067,778154,129053,4.1045,-----,-----,99.5109,98.6176,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:4w6,43.023,5623,998,0.0297,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:4w6,43.02,4940,1426,0.0261,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:4w6,43.019,49345,7514,0.2603,-----,-----,90.5629,77.2171,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:4w6,43.031,857,835,0.0045,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:4w6,43.03,13813,2380,0.0729,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:5w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:5w6,43.555,1747,703,0.0068,-----,-----,14.0321,12.5044,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:5w6,43.514,-128,60,-0.0005,-----,-----,0,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:5w6,43.463,920,643,0.0036,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:5w6,43.583,653,317,0.0025,-----,-----,4.7162,5.3421,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:5w6,43.471,1676,800,0.0065,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:5w6,43.508,745,557,0.0029,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:5w6,43.492,441,241,0.0017,-----,-----,100,100,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:5w6,43.502,177,275,0.0007,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:5w6,43.481,463,221,0.0018,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:5w6,43.45,167,189,0.0006,-----,-----,3.1767,6.8702,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:5w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:5w6,43.499,355,188,0.0014,-----,-----,100,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:5w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:5w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:5w6,43.514,10950,1533,0.0424,-----,-----,72.4206,43.0255,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:5w6,43.517,338,377,0.0013,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:5w6,43.498,1779,834,0.0069,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:5w6,43.55,3599,826,0.0139,-----,-----,29.0664,16.2727,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:3w6,43.554,310,308,0.0004,-----,-----,3.2098,6.8066,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:3w6,43.603,464,345,0.0006,-----,-----,3.4908,6.1399,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:3w6,43.637,263,350,0.0003,-----,-----,2.4005,6.0459,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:3w6,43.585,882,416,0.0011,-----,-----,8.2693,9.9736,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:3w6,43.583,653,317,0.0008,-----,-----,4.6543,5.4133,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:3w6,43.763,574,300,0.0007,-----,-----,2.4319,3.0537,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:3w6,43.63,580,282,0.0007,-----,-----,11.0078,11.677,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:3w6,43.623,425,280,0.0005,-----,-----,9.5506,8.8078,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:3w6,43.621,112,183,0.0001,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:3w6,43.624,1224,222,0.0016,-----,-----,16.5899,9.1283,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:3w6,43.563,159,141,0.0002,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:3w6,43.697,704,211,0.0009,-----,-----,6.8032,6.2723,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:3w6,43.627,-217,67,-0.0003,-----,-----,0,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:3w6,43.59,341,273,0.0004,-----,-----,4.7204,7.0306,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:3w6,43.61,165,205,0.0002,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:3w6,43.703,1064,229,0.0014,-----,-----,6.7159,5.6321,1,
