ProjID,SiteID,Type,FAvialNum,Date,IceCoverCat,Transect,Depth.m,genusSpecies,Genus,species,Replicate,Tissue,VialAmount,DissectedBy,LinkedTo,Comments,EnteredBy,kingdom,phylum,class,order,family,DESCRIPTION,LAT_DEG,LAT_MIN,LON_DEG,LON_MIN,LAT_DD,LON_DD,DATE,X,LAT_DD.1,LON_DD.1
09F0722,09,FALSE,0722,2019.05.07,0.6,T1,15m,Desmarestia menziesii,Desmarestia,menziesii,1,thallus,0.5ml,Galloway,09S017,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0728,09,FALSE,0728,2019.05.07,0.6,T1,10m,Desmarestia anceps,Desmarestia,anceps,1,thallus,0.5ml,Galloway,09S024,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0723,09,FALSE,0723,2019.05.07,0.6,T1,5-30m,Odontaster validus,Odontaster,validus,2,tube feet,0.5ml,lowe,09S014,,,Animalia,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0726,09,FALSE,0726,2019.05.07,0.6,T1,5-30m,Odontaster validus,Odontaster,validus,2,gonad,0.5ml,lowe,NA,from same individual as 09F0723,,Animalia,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0729,09,FALSE,0729,2019.05.07,0.6,T1,10m,Desmarestia anceps,Desmarestia,anceps,2,thallus,0.5ml,Galloway,NA,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0730,09,FALSE,0730,2019.05.07,0.6,T1,10m,Phyllophora antarctica,Phyllophora,antarctica,4,thallus,0.5ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
07F0724,07,FALSE,0724,2019.05.07,0.6,T1,5-30m,Odontaster validus,Odontaster,validus,3,tube feet,0.25ml,Lowe,09S015,,,Animalia,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Southern Saffery Islands,66,5.365,65,50.313,-66.08941667,-65.83855,5/4/2019,NA,-66.08941667,-65.83855
09F0727,09,FALSE,0727,2019.05.07,0.6,T1,5-30m,Odontaster validus,Odontaster,validus,3,gonad,0.25ml,Lowe,NA,from same individual as 09F0724,,Animalia,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0725,09,FALSE,0725,2019.05.07,0.6,T1,5-30m,Odontaster validus,Odontaster,validus,4,tube feet,0.25ml,Lowe,NA,,,Animalia,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0735,09,FALSE,0735,2019.05.07,0.6,T1,5-30m,Plocamium cartilagineum,Plocamium,cartilagineum,3,thallus,0.5ml,Galloway,09S025,,,Plantae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0736,09,FALSE,0736,2019.05.07,0.6,T1,5-30m,Iridaea cordata,Iridaea,cordata,2,thallus,0.5ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0731,09,FALSE,0731,2019.05.07,0.6,T1,5-30m,Nacella concinna,Nacella,concinna,1,foot,0.5ml,Lowe,09S022,,,Animalia,Mollusca,Gastropoda,NA,Nacellidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0733,09,FALSE,0733,2019.05.07,0.6,T1,5-30m,Nacella concinna,Nacella,concinna,1,gonad,0.5ml,Lowe,NA,from same individual as 09F0731,,Animalia,Mollusca,Gastropoda,NA,Nacellidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0732,09,FALSE,0732,2019.05.07,0.6,T1,5-30m,Nacella concinna,Nacella,concinna,2,foot,0.5ml,Lowe,09S023,,,Animalia,Mollusca,Gastropoda,NA,Nacellidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0734,09,FALSE,0734,2019.05.07,0.6,T1,5-30m,Nacella concinna,Nacella,concinna,2,gonad,0.5ml,Lowe,NA,from same individual as 09F0732,,Animalia,Mollusca,Gastropoda,NA,Nacellidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0737,09,FALSE,0737,2019.05.07,0.6,T1,5-30m,Nacella concinna,Nacella,concinna,3,foot,0.5ml,Lowe,09S026,,,Animalia,Mollusca,Gastropoda,NA,Nacellidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0738,09,FALSE,0738,2019.05.07,0.6,T1,5-30m,Nacella concinna,Nacella,concinna,3,gonad,0.5ml,Lowe,NA,from same individual as 09F0737,,Animalia,Mollusca,Gastropoda,NA,Nacellidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0739,09,FALSE,0739,2019.05.07,0.6,T1,5m,Iridaea cordata,Iridaea,cordata,3,thallus,0.5ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0740,09,FALSE,0740,2019.05.07,0.6,T1,5m,Iridaea cordata,Iridaea,cordata,4,thallus,0.5ml,Galloway,09S029,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0741,09,FALSE,0741,2019.05.07,0.6,T1,5-30m,Iridaea cordata,Iridaea,cordata,5,thallus,0.5ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0743,09,FALSE,0743,2019.05.07,0.6,T2,25m,Phyllophora antarctica,Phyllophora,antarctica,5,thallus,0.25ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0744,09,FALSE,0744,2019.05.07,0.6,T2,25m,Plocamium cartilagineum,Plocamium,cartilagineum,4,thallus,0.25ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0745,09,FALSE,0745,2019.05.07,0.6,T2,25m,Phyllophora antarctica,Phyllophora,antarctica,6,thallus,0.25ml,Galloway,NA,DIRTY,,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0746,09,FALSE,0746,2019.05.07,0.6,T2,20m,Himantothallus grandifolius,Himantothallus,grandifolius,5,blade,1ml,Galloway,NA,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0747,09,FALSE,0747,2019.05.07,0.6,T2,5-30m,Glyptonotus antarcticus,Glyptonotus,antarcticus,2,leg muscle,0.25ml,Lowe,09S027,,,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0748,09,FALSE,0748,2019.05.07,0.6,T2,5-30m,Glyptonotus antarcticus,Glyptonotus,antarcticus,3,leg muscle,0.5ml,Lowe,09S031,,,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0742,09,FALSE,0742,2019.05.07,0.6,T1,5-30m,Nacella concinna,Nacella,concinna,4,foot,0.5ml,Lowe,NA,,,Animalia,Mollusca,Gastropoda,NA,Nacellidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0749,09,FALSE,0749,2019.05.07,0.6,T2,5-30m,Glyptonotus antarcticus,Glyptonotus,antarcticus,4,leg muscle,0.3ml,Lowe,NA,,,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0750,09,FALSE,0750,2019.05.07,0.6,T2,5-30m,Glyptonotus antarcticus,Glyptonotus,antarcticus,5,leg muscle,0.3ml,Lowe,NA,,,Animalia,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0756,09,FALSE,0756,2019.05.07,0.6,T2,25m,Hymenocladiopsis sp.,Hymenocladiopsis,sp.,1,thallus,0.25ml,Galloway,09S038,,,NA,Rhodophyta,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0757,09,FALSE,0757,2019.05.07,0.6,T2,25m,Hymenocladiopsis sp.,Hymenocladiopsis,sp.,2,thallus,0.25ml,Galloway,09S037,,,NA,Rhodophyta,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0758,09,FALSE,0758,2019.05.07,0.6,T2,5-30m,Plocamium cartilagineum,Plocamium,cartilagineum,5,thallus,0.25ml,Galloway,NA,dirty,,Plantae,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0751,09,FALSE,0751,2019.05.07,0.6,T2,5-30m,Terebellidae sp.,Terebellidae,sp.,1,body segment,0.5ml,Lowe,09S033,,,NA,Annelida,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0752,09,FALSE,0752,2019.05.07,0.6,T2,5-30m,Polynoidae sp.,Polynoidae,so,2,body segment,0.5ml,Lowe,09S039,,,NA,Annelida,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0753,09,FALSE,0753,2019.05.07,0.6,T2,5-30m,Odontaster validus,Odontaster,validus,5,tube feet,0.75ml,Lowe,NA,,,Animalia,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0754,09,FALSE,0754,2019.05.07,0.6,T2,5-30m,Bovallia gigantea,Bovalia,gigantea,1,muscle w/ some carapace,0.3ml,Lowe,09S045,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0755,09,FALSE,0755,2019.05.07,0.6,T2,5-30m,Sterechinus neumayeri,Sterechinus,neumeyeri,1,gonad,1ml,Lowe,09S032,,,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0759,09,FALSE,0759,2019.05.07,0.6,T2,5-30m,Nacella concinna,Nacella,concinna,5,foot,0.25ml,Lowe,NA,,,Animalia,Mollusca,Gastropoda,NA,Nacellidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0760,09,FALSE,0760,2019.05.07,0.6,T2,5-30m,Bovallia gigantea,Bovalia,gigantea,2,muscle,0.5ml,Lowe,09S048,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0761,09,FALSE,0761,2019.05.07,0.6,T2,5-30m,Bovallia gigantea,Bovalia,gigantea,3,muscle,0.5ml,Lowe,09S049,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0762,09,FALSE,0762,2019.05.07,0.6,T2,5-30m,Neosmilaster georgianus,Neosmilaster,georgianus,1,tube feet,0.5ml,Lowe,09S050,,,Animalia,Echinodermata,Asteroidea,Forcipulatida,Stichasteridae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0763,09,FALSE,0763,2019.05.07,0.6,T2,5-30m,Margarella antarctica,Margarella,antarctica,1,2 whole snails,0.5ml,Lowe,09S028,SI different individuals,,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0764,09,FALSE,0764,2019.05.07,0.6,T2,5-30m,Margarella antarctica,Margarella,antarctica,2,2 whole snails,0.5ml,Lowe,09S046,SI different individuals,,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0765,09,FALSE,0765,2019.05.07,0.6,T2,5-30m,Margarella antarctica,Margarella,antarctica,3,2 whole snails,0.5ml,Lowe,09S047,SI different individuals,,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0771,09,FALSE,0771,2019.05.07,0.6,T2,5-30m,Terebellidae sp.,Terebellidae,sp.,2,body segment,0.25ml,lowe,09S051,,,NA,Annelida,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0766,09,FALSE,0766,2019.05.07,0.6,T2,5-30m,Prostebbingia gracilis,Prostebbingia,gracilis,1,whole body (multiple),0.25ml,Galloway,09S034,SI different individuals,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0767,09,FALSE,0767,2019.05.07,0.6,T2,5-30m,Prostebbingia gracilis,Prostebbingia,gracilis,2,whole body (multiple),0.25ml,Galloway,09S035,SI different individuals,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0768,09,FALSE,0768,2019.05.07,0.6,T2,5-30m,Prostebbingia gracilis,Prostebbingia,gracilis,3,whole body (multiple),0.25ml,Galloway,09S036,SI different individuals,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0769,09,FALSE,0769,2019.05.07,0.6,T2,5-30m,Prostebbingia gracilis,Prostebbingia,gracilis,4,whole body (multiple),0.25ml,Galloway,NA,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0770,09,FALSE,0770,2019.05.07,0.6,T2,5-30m,Prostebbingia gracilis,Prostebbingia,gracilis,5,whole body (multiple),0.25ml,Galloway,NA,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0772,09,FALSE,0772,2019.05.07,0.6,T2,5-30m,Lysianassid sp.,Lysianassid,sp.,1,whole body (multiple),0.1ml,Galloway,09S040,SI different individuals,,NA,Arthropoda,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0773,09,FALSE,0773,2019.05.07,0.6,T2,5-30m,Lysianassid sp.,Lysianassid,sp.,2,whole body (multiple),0.1ml,Galloway,09S041,SI different individuals,,NA,Arthropoda,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0774,09,FALSE,0774,2019.05.07,0.6,T2,5-30m,Lysianassid sp.,Lysianassid,sp.,3,whole body (multiple),0.1ml,Galloway,09S042,SI different individuals,,NA,Arthropoda,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0775,09,FALSE,0775,2019.05.07,0.6,T2,5-30m,Margarella antarctica,Margarella,antarctica,4,whole body (multiple),0.5ml,lowe,NA,,,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0776,09,FALSE,0776,2019.05.07,0.6,T2,5-30m,Margarella antarctica,Margarella,antarctica,5,whole body (multiple),0.5ml,Lowe,NA,,,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0777,09,FALSE,0777,2019.05.07,0.6,T2,5-30m,Myriogramme manginii,Myriogramme,mangini,1,blade,1ml,Galloway,09S053,,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0778,09,FALSE,0778,2019.05.07,0.6,T2,10m,Myriogramme manginii,Myriogramme,mangini,2,blade,1ml,Galloway,09S055,,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0779,09,FALSE,0779,2019.05.07,0.6,T3,15m,Desmarestia anceps,Desmarestia,anceps,3,thallus,1ml,Galloway,09S052,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0780,09,FALSE,0780,2019.05.07,0.6,T3,10m,Desmarestia menziesii,Desmarestia,menziesii,2,thallus,1ml,Galloway,09S054,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0781,09,FALSE,0781,2019.05.07,0.6,T3,5m,Desmarestia menziesii,Desmarestia,menziesii,3,thallus,1.5ml,Galloway,09S056,,,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0782,09,FALSE,0782,2019.05.08,0.6,NA,5-20m,Neosmilaster georgianus,Neosmilaster,georgianus,2,tube feet,1ml,Lowe,09S057,,,Animalia,Echinodermata,Asteroidea,Forcipulatida,Stichasteridae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0783,09,FALSE,0783,2019.05.08,0.6,NA,5-20m,Neosmilaster georgianus,Neosmilaster,georgianus,3,tube feet,1ml,Lowe,09S058,,,Animalia,Echinodermata,Asteroidea,Forcipulatida,Stichasteridae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0784,09,FALSE,0784,2019.05.08,0.6,NA,5-20m,Sterechinus neumayeri,Sterechinus,neumayeri,2,gonad,0.5ml,Lowe,09S059,,,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0785,09,FALSE,0785,2019.05.08,0.6,NA,5-20m,Sterechinus neumayeri,Sterechinus,neumayeri,3,gonad,0.5ml,Lowe,09S060,,,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0786,09,FALSE,0786,2019.05.08,0.6,NA,5-20m,Sterechinus neumayeri,Sterechinus,neumayeri,4,gonad,0.5ml,Lowe,NA,,,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0787,09,FALSE,0787,2019.05.08,0.6,NA,5-20m,Sterechinus neumayeri,Sterechinus,neumayeri,5,gonad,0.5ml,Lowe,NA,,,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0788,09,FALSE,0788,2019.05.08,0.6,NA,5-20m,Cnemidocarpa sp.,Cnemidocarpa,sp.,2,pharyngeal basket,0.5ml,Lowe,09S061,,,NA,Chordata,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0789,09,FALSE,0789,2019.05.08,0.6,NA,5-20m,Cnemidocarpa sp.,Cnemidocarpa,sp.,3,pharyngeal basket,0.5ml,Lowe,09S062,,,NA,Chordata,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0790,09,FALSE,0790,2019.05.08,0.6,NA,5-20m,Cnemidocarpa sp.,Cnemidocarpa,sp.,4,pharyngeal basket,0.5ml,Lowe,NA,,,NA,Chordata,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0791,09,FALSE,0791,2019.05.08,0.6,NA,5-20m,Cnemidocarpa sp.,Cnemidocarpa,sp.,5,pharyngeal basket,0.5ml,Lowe,NA,,,NA,Chordata,NA,NA,NA,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0792,09,FALSE,0792,2019.05.08,0.6,NA,5-20m,Myriogramme manginii,Myriogramme,mangini,3,bulk,1ml,Galloway,09S067,,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0793,09,FALSE,0793,2019.05.08,0.6,NA,5-20m,Myriogramme manginii,Myriogramme,mangini,4,blade,0.5ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0794,09,FALSE,0794,2019.05.08,0.6,NA,5-20m,Myriogramme manginii,Myriogramme,mangini,5,blade,1ml,Galloway,NA,,,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0795,09,FALSE,0795,2019.05.08,0.6,NA,5-20m,Isotealia antarctica,Isotealia,antarctica,1,tentacle,0.75ml,Lowe,09S064,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0796,09,FALSE,0796,2019.05.08,0.6,NA,5-20m,Isotealia antarctica,Isotealia,antarctica,2,tentacle,0.75ml,Lowe,09S065,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0797,09,FALSE,0797,2019.05.08,0.6,NA,5-20m,Isotealia antarctica,Isotealia,antarctica,3,tentacle,0.75ml,Lowe,09S066,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
09F0798,09,FALSE,0798,2019.05.08,0.6,NA,5-20m,Isotealia antarctica,Isotealia,antactica,4,tentacle,0.75ml,Lowe,NA,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Pleneau Island (just off penguin colony on SE corner),65,6.255,64,2.823,-65.10425,-64.04705,5/7/2019,NA,-65.10425,-64.04705
